0.00025,0.0026699,0.0050899,0.0075101,0.0099306,0.0123519,0.014774,0.0171969,0.0196198,0.022042,0.0244636,0.0268841,0.0293021,0.0317175,0.0341292,0.0365018,0.0388186,0.0410796,0.0432703,0.0453562,0.0473359,0.0492088,0.0509662,0.0526053,0.0541261,0.0555026,0.0566914,0.0576917,0.0585068,0.0591637,0.0596688,0.0600219,0.0601311,0.0598907,0.0593007,0.0584158,0.0575422,0.0567276,0.0559696,0.054717,0.0525463,0.0494575,0.0458012,0.042916,0.040933,0.0397937,0.0369774,0.031141,0.0222845,0.0111997,0,-0.0111997,-0.0222845,-0.031141,-0.0369774,-0.0397937,-0.040933,-0.042916,-0.0458012,-0.0494575,-0.0525463,-0.054717,-0.0559696,-0.0567276,-0.0575422,-0.0584158,-0.0593007,-0.0598907,-0.0601311,-0.0600219,-0.0596688,-0.0591637,-0.0585068,-0.0576917,-0.0566914,-0.0555026,-0.0541261,-0.0526053,-0.0509662,-0.0492088,-0.0473359,-0.0453562,-0.0432703,-0.0410796,-0.0388186,-0.0365018,-0.0341292,-0.0317175,-0.0293021,-0.0268841,-0.0244636,-0.022042,-0.0196198,-0.0171969,-0.014774,-0.0123519,-0.0099306,-0.0075101,-0.0050899,-0.0026699,-0.00025,-9,0,-0.838
0.00025,0.0026699,0.0050899,0.0075101,0.0099306,0.0123519,0.014774,0.0171969,0.0196198,0.022042,0.0244636,0.0268841,0.0293021,0.0317175,0.0341292,0.0365018,0.0388186,0.0410796,0.0432703,0.0453562,0.0473359,0.0492088,0.0509662,0.0526053,0.0541261,0.0555026,0.0566914,0.0576917,0.0585068,0.0591637,0.0596688,0.0600219,0.0601311,0.0598907,0.0593007,0.0584158,0.0575422,0.0567276,0.0559696,0.054717,0.0525463,0.0494575,0.0458012,0.042916,0.040933,0.0397937,0.0369774,0.031141,0.0222845,0.0111997,0,-0.0111997,-0.0222845,-0.031141,-0.0369774,-0.0397937,-0.040933,-0.042916,-0.0458012,-0.0494575,-0.0525463,-0.054717,-0.0559696,-0.0567276,-0.0575422,-0.0584158,-0.0593007,-0.0598907,-0.0601311,-0.0600219,-0.0596688,-0.0591637,-0.0585068,-0.0576917,-0.0566914,-0.0555026,-0.0541261,-0.0526053,-0.0509662,-0.0492088,-0.0473359,-0.0453562,-0.0432703,-0.0410796,-0.0388186,-0.0365018,-0.0341292,-0.0317175,-0.0293021,-0.0268841,-0.0244636,-0.022042,-0.0196198,-0.0171969,-0.014774,-0.0123519,-0.0099306,-0.0075101,-0.0050899,-0.0026699,-0.00025,-9,1,0.06259
0.00032,0.0033146,0.0063099,0.0093058,0.0123021,0.0152975,0.0182917,0.021285,0.0242779,0.0272712,0.0302648,0.0332586,0.036253,0.0392477,0.0422416,0.0451944,0.0480873,0.0509202,0.0536733,0.0563001,0.0587985,0.0611676,0.0633946,0.065475,0.0674091,0.0691653,0.0706915,0.0719868,0.0730534,0.073909,0.0745579,0.0750001,0.0751311,0.0748317,0.0741015,0.073,0.0718591,0.0707303,0.0696112,0.0679161,0.0651948,0.0614476,0.0570361,0.0533417,0.0504997,0.0484474,0.044478,0.0371492,0.0264612,0.0132945,0,-0.0132945,-0.0264612,-0.0371492,-0.044478,-0.0484474,-0.0504997,-0.0533417,-0.0570361,-0.0614476,-0.0651948,-0.0679161,-0.0696112,-0.0707303,-0.0718591,-0.073,-0.0741015,-0.0748317,-0.0751311,-0.0750001,-0.0745579,-0.073909,-0.0730534,-0.0719868,-0.0706915,-0.0691653,-0.0674091,-0.065475,-0.0633946,-0.0611676,-0.0587985,-0.0563001,-0.0536733,-0.0509202,-0.0480873,-0.0451944,-0.0422416,-0.0392477,-0.036253,-0.0332586,-0.0302648,-0.0272712,-0.0242779,-0.021285,-0.0182917,-0.0152975,-0.0123021,-0.0093058,-0.0063099,-0.0033146,-0.00032,-9,0,-0.8902
0.00032,0.0033146,0.0063099,0.0093058,0.0123021,0.0152975,0.0182917,0.021285,0.0242779,0.0272712,0.0302648,0.0332586,0.036253,0.0392477,0.0422416,0.0451944,0.0480873,0.0509202,0.0536733,0.0563001,0.0587985,0.0611676,0.0633946,0.065475,0.0674091,0.0691653,0.0706915,0.0719868,0.0730534,0.073909,0.0745579,0.0750001,0.0751311,0.0748317,0.0741015,0.073,0.0718591,0.0707303,0.0696112,0.0679161,0.0651948,0.0614476,0.0570361,0.0533417,0.0504997,0.0484474,0.044478,0.0371492,0.0264612,0.0132945,0,-0.0132945,-0.0264612,-0.0371492,-0.044478,-0.0484474,-0.0504997,-0.0533417,-0.0570361,-0.0614476,-0.0651948,-0.0679161,-0.0696112,-0.0707303,-0.0718591,-0.073,-0.0741015,-0.0748317,-0.0751311,-0.0750001,-0.0745579,-0.073909,-0.0730534,-0.0719868,-0.0706915,-0.0691653,-0.0674091,-0.065475,-0.0633946,-0.0611676,-0.0587985,-0.0563001,-0.0536733,-0.0509202,-0.0480873,-0.0451944,-0.0422416,-0.0392477,-0.036253,-0.0332586,-0.0302648,-0.0272712,-0.0242779,-0.021285,-0.0182917,-0.0152975,-0.0123021,-0.0093058,-0.0063099,-0.0033146,-0.00032,-9,1,0.04255
0,0.0021746,0.0045086,0.007002,0.0096459,0.0123958,0.015246,0.0181958,0.0211974,0.0242182,0.0272581,0.0303062,0.0333252,0.036312,0.0392658,0.0421573,0.0449726,0.0477117,0.0503586,0.0528753,0.0552602,0.0575125,0.0596224,0.0615868,0.0634056,0.0650501,0.0664724,0.0676718,0.0686503,0.069426,0.0700032,0.0703818,0.070473,0.0701752,0.0694884,0.0684632,0.0673833,0.0662929,0.0651899,0.0635661,0.0610316,0.0575861,0.0535484,0.0501349,0.0474646,0.0454835,0.0418533,0.0353283,0.0259082,0.0144041,0.0029801,-0.0082463,-0.0191601,-0.0276508,-0.0329274,-0.03499,-0.0353102,-0.0366497,-0.0390723,-0.0424295,-0.045201,-0.0469889,-0.0477931,-0.0480917,-0.0485071,-0.049042,-0.0496394,-0.0499329,-0.0498572,-0.0494124,-0.0487281,-0.0479178,-0.0469815,-0.0459054,-0.0446307,-0.0431505,-0.0414663,-0.0396704,-0.0378179,-0.035909,-0.0339326,-0.0318556,-0.0296758,-0.0273959,-0.0250797,-0.0227542,-0.0204193,-0.0180888,-0.0157916,-0.0135287,-0.0113045,-0.0091754,-0.0071579,-0.005252,-0.0035049,-0.0019865,-0.0006972,0.0003262,0.0008113,0.0007026,0.0000001,-9,0,-0.5882
0,0.0021746,0.0045086,0.007002,0.0096459,0.0123958,0.015246,0.0181958,0.0211974,0.0242182,0.0272581,0.0303062,0.0333252,0.036312,0.0392658,0.0421573,0.0449726,0.0477117,0.0503586,0.0528753,0.0552602,0.0575125,0.0596224,0.0615868,0.0634056,0.0650501,0.0664724,0.0676718,0.0686503,0.069426,0.0700032,0.0703818,0.070473,0.0701752,0.0694884,0.0684632,0.0673833,0.0662929,0.0651899,0.0635661,0.0610316,0.0575861,0.0535484,0.0501349,0.0474646,0.0454835,0.0418533,0.0353283,0.0259082,0.0144041,0.0029801,-0.0082463,-0.0191601,-0.0276508,-0.0329274,-0.03499,-0.0353102,-0.0366497,-0.0390723,-0.0424295,-0.045201,-0.0469889,-0.0477931,-0.0480917,-0.0485071,-0.049042,-0.0496394,-0.0499329,-0.0498572,-0.0494124,-0.0487281,-0.0479178,-0.0469815,-0.0459054,-0.0446307,-0.0431505,-0.0414663,-0.0396704,-0.0378179,-0.035909,-0.0339326,-0.0318556,-0.0296758,-0.0273959,-0.0250797,-0.0227542,-0.0204193,-0.0180888,-0.0157916,-0.0135287,-0.0113045,-0.0091754,-0.0071579,-0.005252,-0.0035049,-0.0019865,-0.0006972,0.0003262,0.0008113,0.0007026,0.0000001,-9,1,0.08212
0.0000001,0.0023357,0.0049111,0.0077261,0.0107658,0.0139558,0.0172861,0.0207563,0.0243101,0.0279093,0.031554,0.0352294,0.0388855,0.0425182,0.0461262,0.0496687,0.0531262,0.0564988,0.0597689,0.0628947,0.0658744,0.0687065,0.0713686,0.0738532,0.0761604,0.0782579,0.0800919,0.0816618,0.0829672,0.0840074,0.0847819,0.0852909,0.0854428,0.0851333,0.084362,0.08318,0.0818718,0.0804819,0.079008,0.0769396,0.0738847,0.0698432,0.0651261,0.0609205,0.0573427,0.0543377,0.0495286,0.041649,0.030699,0.0174706,0.004078,-0.0093639,-0.0227131,-0.0333585,-0.0403219,-0.0436032,-0.0448274,-0.047044,-0.0503236,-0.0545092,-0.0579959,-0.0603635,-0.0616119,-0.062256,-0.0629661,-0.063745,-0.0645324,-0.0649399,-0.0648984,-0.064408,-0.0636006,-0.0625917,-0.0613813,-0.0599654,-0.0583265,-0.0564626,-0.0543748,-0.0521253,-0.0497516,-0.0472535,-0.0446381,-0.0419263,-0.0391194,-0.0362194,-0.033274,-0.030303,-0.0273066,-0.0243073,-0.0213528,-0.0184446,-0.0155882,-0.0128498,-0.0102489,-0.0077857,-0.0055138,-0.0035127,-0.001783,-0.0003657,0.0004349,0.0005568,0.0000001,-9,0,-0.7798
0.0000001,0.0023357,0.0049111,0.0077261,0.0107658,0.0139558,0.0172861,0.0207563,0.0243101,0.0279093,0.031554,0.0352294,0.0388855,0.0425182,0.0461262,0.0496687,0.0531262,0.0564988,0.0597689,0.0628947,0.0658744,0.0687065,0.0713686,0.0738532,0.0761604,0.0782579,0.0800919,0.0816618,0.0829672,0.0840074,0.0847819,0.0852909,0.0854428,0.0851333,0.084362,0.08318,0.0818718,0.0804819,0.079008,0.0769396,0.0738847,0.0698432,0.0651261,0.0609205,0.0573427,0.0543377,0.0495286,0.041649,0.030699,0.0174706,0.004078,-0.0093639,-0.0227131,-0.0333585,-0.0403219,-0.0436032,-0.0448274,-0.047044,-0.0503236,-0.0545092,-0.0579959,-0.0603635,-0.0616119,-0.062256,-0.0629661,-0.063745,-0.0645324,-0.0649399,-0.0648984,-0.064408,-0.0636006,-0.0625917,-0.0613813,-0.0599654,-0.0583265,-0.0564626,-0.0543748,-0.0521253,-0.0497516,-0.0472535,-0.0446381,-0.0419263,-0.0391194,-0.0362194,-0.033274,-0.030303,-0.0273066,-0.0243073,-0.0213528,-0.0184446,-0.0155882,-0.0128498,-0.0102489,-0.0077857,-0.0055138,-0.0035127,-0.001783,-0.0003657,0.0004349,0.0005568,0.0000001,-9,1,0.04847
0.0000421,0.0023778,0.0049602,0.0077895,0.0108493,0.0140603,0.017412,0.0209036,0.0244792,0.0281007,0.031768,0.0354658,0.039142,0.0427924,0.0464157,0.0499742,0.0534501,0.0568432,0.0601324,0.0632667,0.066244,0.0690635,0.0717131,0.0741888,0.0764906,0.07858,0.0803928,0.0819281,0.0831858,0.0841653,0.0848666,0.0852897,0.0855232,0.0856688,0.0857265,0.0857141,0.0857313,0.0857935,0.0858986,0.0855253,0.0842732,0.0821422,0.0793362,0.0766328,0.0741082,0.0716936,0.0664168,0.0566941,0.0425254,0.0253907,0.0092392,-0.0057142,-0.0193864,-0.0302505,-0.0377342,-0.0418374,-0.0439433,-0.0466471,-0.0500089,-0.0539154,-0.0572083,-0.0595843,-0.0610435,-0.0619679,-0.0628551,-0.0637073,-0.0644805,-0.0648921,-0.0648915,-0.0644789,-0.0637562,-0.0628123,-0.0616473,-0.0602592,-0.0586402,-0.0567892,-0.0547074,-0.0524619,-0.050093,-0.0476008,-0.0449897,-0.0422729,-0.0394513,-0.0365273,-0.0335551,-0.0305578,-0.0275353,-0.0245096,-0.0215274,-0.0185901,-0.0157042,-0.0129479,-0.0103444,-0.0078937,-0.0056324,-0.0036148,-0.0018411,-0.0003568,0.0005012,0.0006643,0.0001326,-9,0,-0.767
0.0000421,0.0023778,0.0049602,0.0077895,0.0108493,0.0140603,0.017412,0.0209036,0.0244792,0.0281007,0.031768,0.0354658,0.039142,0.0427924,0.0464157,0.0499742,0.0534501,0.0568432,0.0601324,0.0632667,0.066244,0.0690635,0.0717131,0.0741888,0.0764906,0.07858,0.0803928,0.0819281,0.0831858,0.0841653,0.0848666,0.0852897,0.0855232,0.0856688,0.0857265,0.0857141,0.0857313,0.0857935,0.0858986,0.0855253,0.0842732,0.0821422,0.0793362,0.0766328,0.0741082,0.0716936,0.0664168,0.0566941,0.0425254,0.0253907,0.0092392,-0.0057142,-0.0193864,-0.0302505,-0.0377342,-0.0418374,-0.0439433,-0.0466471,-0.0500089,-0.0539154,-0.0572083,-0.0595843,-0.0610435,-0.0619679,-0.0628551,-0.0637073,-0.0644805,-0.0648921,-0.0648915,-0.0644789,-0.0637562,-0.0628123,-0.0616473,-0.0602592,-0.0586402,-0.0567892,-0.0547074,-0.0524619,-0.050093,-0.0476008,-0.0449897,-0.0422729,-0.0394513,-0.0365273,-0.0335551,-0.0305578,-0.0275353,-0.0245096,-0.0215274,-0.0185901,-0.0157042,-0.0129479,-0.0103444,-0.0078937,-0.0056324,-0.0036148,-0.0018411,-0.0003568,0.0005012,0.0006643,0.0001326,-9,1,0.05007
